,0
EUW1_6879360353,False
EUW1_6878596740,False
EUW1_6878567709,False
EUW1_6878521823,False
EUW1_6878469892,False
EUW1_6878436527,True
EUW1_6878318723,True
EUW1_6878246309,True
EUW1_6878213684,True
EUW1_6881559835,True
EUW1_6881481936,True
EUW1_6881443646,True
EUW1_6881361419,False
EUW1_6881306887,False
EUW1_6881258688,False
EUW1_6881197251,True
EUW1_6880902720,False
EUW1_6880881273,False
EUW1_6879369836,False
EUW1_6879337283,False
EUW1_6879322449,False
EUW1_6879316876,False
EUW1_6879305890,False
EUW1_6879285795,True
EUW1_6879257540,False
EUW1_6879215084,False
EUW1_6877959455,True
EUW1_6877938062,True
EUW1_6883768747,False
EUW1_6883649421,False
EUW1_6883632185,False
EUW1_6883516203,True
EUW1_6883482493,False
EUW1_6883442460,False
EUW1_6883394231,False
EUW1_6882750553,False
EUW1_6882665091,True
EUW1_6882634513,True
EUW1_6882591708,False
EUW1_6882471906,True
EUW1_6882440457,False
EUW1_6882381419,False
EUW1_6882211110,True
EUW1_6881389247,True
EUW1_6881254628,False
EUW1_6881205666,False
EUW1_6883756729,False
EUW1_6883745706,False
EUW1_6883368045,True
EUW1_6883007615,False
EUW1_6882954907,True
EUW1_6882638680,True
EUW1_6882585770,False
EUW1_6882077668,False
EUW1_6882003350,True
EUW1_6881531470,True
EUW1_6881453186,False
EUW1_6881277729,False
EUW1_6881223965,True
EUW1_6880530945,True
EUW1_6880429581,False
EUW1_6880327429,True
EUW1_6880216498,False
EUW1_6880004149,True
EUW1_6879962678,False
EUW1_6879884994,False
EUW1_6882250226,False
EUW1_6882233394,True
EUW1_6882216219,True
EUW1_6882041448,True
EUW1_6881979904,True
EUW1_6881905108,True
EUW1_6881832212,True
EUW1_6881782467,True
EUW1_6881707718,True
EUW1_6881461686,False
EUW1_6881427470,True
EUW1_6881372685,False
EUW1_6881251914,True
EUW1_6881183366,False
EUW1_6881142909,False
EUW1_6881110704,True
EUW1_6881072795,False
EUW1_6881027918,True
EUW1_6879366724,False
EUW1_6882200739,True
EUW1_6881747858,True
EUW1_6879337200,True
EUW1_6877060901,True
EUW1_6877018230,True
EUW1_6876971960,False
EUW1_6876938702,True
EUW1_6875587112,False
EUW1_6875541157,True
EUW1_6875508171,True
EUW1_6875002938,False
EUW1_6874992720,True
EUW1_6874361327,False
EUW1_6874109314,True
EUW1_6874072096,False
EUW1_6874036095,True
EUW1_6874006538,False
EUW1_6883748453,False
EUW1_6883736487,True
EUW1_6882628166,True
EUW1_6882564620,False
EUW1_6882532507,True
EUW1_6882321727,False
EUW1_6882301849,True
EUW1_6880997682,True
EUW1_6880956220,False
EUW1_6880891364,False
EUW1_6880883575,True
EUW1_6880860784,False
EUW1_6879327200,True
EUW1_6879293193,True
EUW1_6879285900,True
EUW1_6877924362,True
EUW1_6877919936,False
EUW1_6877906540,True
EUW1_6883753591,True
EUW1_6883725319,False
EUW1_6883567739,False
EUW1_6883535555,False
EUW1_6883492299,True
EUW1_6883455127,False
EUW1_6883407256,True
EUW1_6883360182,True
EUW1_6882728661,True
EUW1_6882699792,True
EUW1_6882658494,True
EUW1_6882547435,True
EUW1_6882522022,True
EUW1_6882466953,True
EUW1_6882443287,False
EUW1_6882428746,False
EUW1_6882408050,True
EUW1_6882391914,False
EUW1_6882369633,False
EUW1_6883046460,False
EUW1_6882958022,False
EUW1_6882878374,False
EUW1_6882823760,True
EUW1_6882784203,True
EUW1_6882698849,True
EUW1_6882646729,False
EUW1_6882550214,True
EUW1_6882462267,False
EUW1_6881757671,False
EUW1_6881683469,True
EUW1_6881630482,False
EUW1_6881579065,False
EUW1_6879467989,False
EUW1_6879441993,True
EUW1_6879416896,False
EUW1_6878812536,False
EUW1_6878745552,True
EUW1_6883413720,False
EUW1_6883340427,True
EUW1_6883294778,False
EUW1_6883232334,False
EUW1_6882713200,True
EUW1_6882662351,False
EUW1_6882588759,True
EUW1_6882455915,True
EUW1_6882446636,False
EUW1_6882410589,True
EUW1_6882382135,True
EUW1_6882379524,True
EUW1_6882096566,True
EUW1_6882039335,True
EUW1_6882000768,True
EUW1_6881934670,True
EUW1_6880931895,False
EUW1_6880002389,True
EUW1_6879899082,False
EUW1_6879738962,False
EUW1_6879683276,True
EUW1_6879571892,True
EUW1_6879531527,True
EUW1_6879484880,False
EUW1_6879440067,True
EUW1_6878416750,False
EUW1_6878202362,True
EUW1_6878167270,True
EUW1_6878020349,False
EUW1_6877606779,False
EUW1_6877551847,True
EUW1_6877198497,False
EUW1_6877146684,True
EUW1_6877088986,True
EUW1_6876917346,False
EUW1_6876855323,False
EUW1_6883755694,True
EUW1_6883725455,True
EUW1_6883711227,True
EUW1_6883637304,False
EUW1_6883608843,False
EUW1_6883503868,True
EUW1_6883255472,True
EUW1_6883164098,True
EUW1_6882291036,False
EUW1_6882276576,False
EUW1_6881877054,False
EUW1_6881565112,False
EUW1_6881505021,True
EUW1_6880469168,False
EUW1_6880402597,False
EUW1_6880043334,False
EUW1_6879225998,False
EUW1_6879122020,True
EUW1_6883232167,False
EUW1_6882693028,True
EUW1_6882632191,False
EUW1_6882584163,False
EUW1_6882248137,True
EUW1_6882237819,True
EUW1_6882213057,False
EUW1_6882130666,False
EUW1_6882076110,False
EUW1_6882013396,True
EUW1_6881961127,False
EUW1_6881851725,True
EUW1_6880701834,False
EUW1_6880674670,False
EUW1_6880629826,True
EUW1_6880596478,True
EUW1_6880535071,False
EUW1_6880271467,False
EUW1_6880216591,True
EUW1_6883329187,True
EUW1_6883264377,False
EUW1_6883017845,False
EUW1_6882979020,False
EUW1_6882952656,False
EUW1_6882871486,False
EUW1_6882827763,True
EUW1_6882782194,True
EUW1_6882740098,False
EUW1_6882698137,True
EUW1_6882659376,False
EUW1_6882622277,False
EUW1_6882599432,True
EUW1_6882570739,False
EUW1_6882547652,False
EUW1_6882508925,False
EUW1_6881796687,True
EUW1_6877265126,False
EUW1_6877169136,False
EUW1_6877114092,False
EUW1_6876901353,True
EUW1_6876373487,False
EUW1_6876347539,False
EUW1_6876187816,True
EUW1_6875457374,False
EUW1_6875412122,False
EUW1_6875352530,False
EUW1_6874544701,False
EUW1_6872967257,False
EUW1_6872715627,False
EUW1_6852872454,False
EUW1_6882541559,False
EUW1_6878188600,False
EUW1_6877576196,False
EUW1_6877051418,False
EUW1_6876825809,True
EUW1_6876216948,False
EUW1_6876151010,True
EUW1_6876019465,False
EUW1_6875747723,False
EUW1_6875679721,False
EUW1_6875472334,False
EUW1_6875442574,False
EUW1_6875408525,False
EUW1_6874350098,False
EUW1_6874294053,True
EUW1_6874247786,True
EUW1_6874075296,True
EUW1_6874042005,False
EUW1_6874016494,True
EUW1_6883592067,False
EUW1_6883566594,True
EUW1_6882120958,True
EUW1_6876887994,False
EUW1_6876854017,False
EUW1_6876819733,True
EUW1_6876743204,False
EUW1_6876076786,False
EUW1_6876016519,False
EUW1_6875946313,False
EUW1_6875577339,True
EUW1_6875540827,False
EUW1_6875494854,True
EUW1_6875461531,True
EUW1_6875399080,False
EUW1_6875350846,False
EUW1_6875318072,True
EUW1_6875191146,True
EUW1_6875167936,True
EUW1_6883198069,False
EUW1_6882756178,False
EUW1_6882717931,True
EUW1_6882677791,True
EUW1_6882634049,True
EUW1_6882540177,False
EUW1_6882526463,False
EUW1_6882492881,False
EUW1_6882025693,True
EUW1_6881960064,True
EUW1_6881901077,False
EUW1_6881839618,False
EUW1_6881777707,False
EUW1_6881730527,False
EUW1_6880993506,False
EUW1_6880958782,True
EUW1_6879475523,True
EUW1_6878254499,True
EUW1_6878171096,True
EUW1_6878125767,True
EUW1_6881994779,False
EUW1_6881371848,True
EUW1_6880444494,True
EUW1_6880282874,True
EUW1_6879533407,True
EUW1_6879001300,True
EUW1_6876082470,True
EUW1_6875445856,True
EUW1_6869983166,True
EUW1_6869809156,True
EUW1_6869738352,True
EUW1_6869300473,False
EUW1_6869279747,False
EUW1_6869259161,False
EUW1_6869237206,False
EUW1_6869223561,True
EUW1_6882410079,False
EUW1_6882318635,True
EUW1_6882295397,True
EUW1_6881631095,True
EUW1_6881274788,False
EUW1_6881195863,False
EUW1_6881131476,False
EUW1_6881095771,True
EUW1_6881040572,False
EUW1_6881011737,True
EUW1_6880037476,True
EUW1_6879971872,True
EUW1_6879929086,True
EUW1_6879890780,False
EUW1_6879803247,True
EUW1_6879754336,True
EUW1_6879734697,True
EUW1_6879674746,False
EUW1_6879617320,False
EUW1_6879540714,True
EUW1_6879492891,True
EUW1_6877162688,True
EUW1_6877106905,False
EUW1_6877048048,True
EUW1_6876901727,True
EUW1_6876855770,False
EUW1_6881038475,True
EUW1_6880995062,False
EUW1_6875371911,False
EUW1_6875266194,False
EUW1_6875203058,True
EUW1_6883576933,False
EUW1_6883547471,False
EUW1_6883501748,True
EUW1_6883441396,True
EUW1_6883407250,False
EUW1_6883344731,True
EUW1_6883290660,True
EUW1_6883210685,True
EUW1_6883140312,True
EUW1_6882861550,False
EUW1_6882812194,False
EUW1_6882768405,False
EUW1_6882723749,False
EUW1_6882677048,True
EUW1_6882636836,True
EUW1_6882601874,True
EUW1_6882564146,True
EUW1_6882542021,True
EUW1_6882200449,True
EUW1_6882174124,False
EUW1_6883751921,False
EUW1_6883746518,True
EUW1_6883263051,False
EUW1_6883209100,True
EUW1_6883147927,True
EUW1_6883086589,False
EUW1_6882550120,False
EUW1_6882525028,True
EUW1_6882493814,False
EUW1_6882461992,False
EUW1_6882388966,False
EUW1_6882374812,False
EUW1_6881849129,True
EUW1_6881789138,True
EUW1_6881710773,False
EUW1_6881660573,False
EUW1_6881609058,False
EUW1_6881559986,True
EUW1_6881518434,True
EUW1_6883465166,False
EUW1_6882019476,True
EUW1_6881959556,True
EUW1_6881858340,True
EUW1_6881330157,True
EUW1_6880372046,True
EUW1_6880155348,True
EUW1_6880068906,False
EUW1_6879977182,False
EUW1_6879948666,True
EUW1_6879549540,True
EUW1_6878287893,False
EUW1_6878241368,False
EUW1_6878180785,False
EUW1_6878142242,False
EUW1_6877102670,False
EUW1_6876917570,False
EUW1_6876542774,True
EUW1_6882558791,True
EUW1_6881072837,True
EUW1_6880946142,True
EUW1_6880153143,True
EUW1_6879616150,False
EUW1_6879577140,True
EUW1_6879513038,True
EUW1_6879483734,True
EUW1_6878069885,False
EUW1_6877996594,False
EUW1_6877979756,False
EUW1_6877014761,False
EUW1_6876808838,False
EUW1_6872673229,False
EUW1_6872640783,False
EUW1_6872599163,True
EUW1_6872566268,True
EUW1_6872516878,True
EUW1_6867508663,True
EUW1_6867450187,True
EUW1_6867374096,False
EUW1_6867305622,True
EUW1_6866912298,False
EUW1_6866891586,False
EUW1_6866832752,False
EUW1_6866794537,False
EUW1_6866526345,True
EUW1_6866497809,True
EUW1_6864903198,True
EUW1_6864858677,False
EUW1_6864818604,True
EUW1_6864022792,True
EUW1_6883597036,False
EUW1_6883572091,True
EUW1_6883537633,False
EUW1_6882847840,True
EUW1_6882786358,True
EUW1_6882748034,True
EUW1_6882705066,False
EUW1_6882225553,True
EUW1_6882166201,True
EUW1_6872901483,True
EUW1_6872833104,True
EUW1_6872603192,False
EUW1_6872533821,False
EUW1_6872476064,False
EUW1_6822021733,False
EUW1_6821930297,True
EUW1_6821853361,True
EUW1_6820931928,True
EUW1_6798072792,True
EUW1_6873948889,False
EUW1_6873910988,False
EUW1_6873886582,False
EUW1_6873835505,False
EUW1_6873818956,False
EUW1_6873785407,True
EUW1_6873769433,False
EUW1_6873767748,False
EUW1_6873748414,True
EUW1_6872390258,False
EUW1_6872381590,False
EUW1_6872338255,True
EUW1_6872333007,False
EUW1_6872330593,True
EUW1_6872321758,True
EUW1_6872307686,False
EUW1_6869389996,True
EUW1_6883150313,True
EUW1_6872927058,True
EUW1_6872885555,True
EUW1_6872831120,True
EUW1_6872772029,False
EUW1_6872698763,True
EUW1_6871667210,True
EUW1_6871399540,False
EUW1_6870490033,False
EUW1_6870397130,False
EUW1_6870295141,True
EUW1_6869954350,True
EUW1_6869898648,False
EUW1_6869834307,True
EUW1_6869756473,False
EUW1_6869040703,True
EUW1_6868977050,False
EUW1_6868918327,True
EUW1_6868838379,False
EUW1_6873826520,False
EUW1_6873804839,True
EUW1_6873777886,False
EUW1_6872714870,True
EUW1_6872627504,True
EUW1_6871288572,True
EUW1_6869358848,False
EUW1_6867890795,False
EUW1_6867790035,False
EUW1_6867761064,True
EUW1_6867722867,True
EUW1_6867708484,True
EUW1_6866619440,True
EUW1_6866563544,False
EUW1_6866508170,False
EUW1_6883357126,False
EUW1_6883099183,True
EUW1_6883024319,True
EUW1_6882984474,True
EUW1_6882306972,False
EUW1_6882292888,True
EUW1_6882279576,False
EUW1_6882232159,False
EUW1_6882201130,True
EUW1_6882163742,True
EUW1_6882108735,True
EUW1_6882065788,False
EUW1_6879125692,True
EUW1_6879083596,False
EUW1_6879029040,False
EUW1_6873723454,False
EUW1_6873719452,True
EUW1_6873716068,True
EUW1_6879984093,False
EUW1_6879940052,True
EUW1_6883028968,True
EUW1_6882850844,False
EUW1_6882809099,True
EUW1_6881578576,False
EUW1_6881479352,True
EUW1_6881366565,True
EUW1_6881267621,False
EUW1_6881182449,True
EUW1_6871947448,False
EUW1_6871856381,False
EUW1_6871655139,False
EUW1_6871519020,False
EUW1_6871486602,False
EUW1_6871444058,False
EUW1_6871400710,False
EUW1_6870260447,True
EUW1_6870073929,True
EUW1_6869986642,False
EUW1_6869628145,True
EUW1_6880966515,True
EUW1_6880946672,True
EUW1_6880915171,True
EUW1_6879692793,True
EUW1_6879627452,False
EUW1_6879598347,True
EUW1_6879564885,False
EUW1_6879527058,False
EUW1_6877329023,True
EUW1_6877276231,False
EUW1_6877225901,True
EUW1_6877185704,True
EUW1_6877129862,False
EUW1_6877073143,False
EUW1_6875222176,False
EUW1_6875201924,False
EUW1_6875178913,True
EUW1_6875161718,False
EUW1_6873864806,False
EUW1_6873838980,False
EUW1_6883508777,True
EUW1_6883468769,False
EUW1_6883348905,False
EUW1_6883284407,True
EUW1_6883196002,False
EUW1_6883138276,False
EUW1_6877566981,False
EUW1_6877344721,True
EUW1_6877092097,False
EUW1_6876771528,True
EUW1_6876726289,True
EUW1_6876685760,False
EUW1_6881465791,True
EUW1_6881401880,False
EUW1_6881350116,False
EUW1_6878811272,False
EUW1_6878747392,True
EUW1_6878549880,True
EUW1_6874287962,False
EUW1_6874247939,True
EUW1_6874183280,False
EUW1_6873929490,True
EUW1_6873367457,False
EUW1_6873307859,True
EUW1_6873064068,True
EUW1_6872696719,True
EUW1_6870534576,False
EUW1_6870290628,False
EUW1_6870205425,True
EUW1_6870159514,True
EUW1_6870001708,False
EUW1_6869925280,False
EUW1_6869844623,False
EUW1_6868012055,False
EUW1_6881946509,False
EUW1_6881841959,False
EUW1_6880627958,True
EUW1_6880577015,True
EUW1_6880513456,True
EUW1_6880395592,False
EUW1_6880310802,True
EUW1_6880223342,False
EUW1_6880164971,False
EUW1_6880125261,True
EUW1_6880079702,False
EUW1_6880005729,True
EUW1_6879939726,False
EUW1_6879896139,True
EUW1_6879807312,True
EUW1_6879269979,True
EUW1_6879170910,True
EUW1_6879070170,True
EUW1_6878848613,False
EUW1_6878780173,False
EUW1_6881452127,False
EUW1_6881397964,True
EUW1_6881342497,False
EUW1_6880678141,True
EUW1_6880646993,False
EUW1_6880389142,False
EUW1_6880324831,True
EUW1_6878988361,False
EUW1_6878920141,False
EUW1_6878411359,True
EUW1_6878278088,True
EUW1_6878231398,True
EUW1_6878195686,False
EUW1_6878044862,True
EUW1_6874412931,True
EUW1_6874196715,True
EUW1_6873287460,True
EUW1_6872752554,True
EUW1_6883621411,False
EUW1_6883606514,True
EUW1_6883395835,True
EUW1_6883107053,True
EUW1_6883035774,True
EUW1_6881914012,True
EUW1_6881747193,False
EUW1_6881625551,True
EUW1_6881470859,True
EUW1_6881404583,False
EUW1_6880649713,True
EUW1_6880376888,False
EUW1_6880131837,True
EUW1_6879797600,True
EUW1_6877004182,True
EUW1_6882575411,False
EUW1_6882549887,False
EUW1_6882531610,True
EUW1_6880850786,False
EUW1_6880837668,False
EUW1_6880827658,False
EUW1_6880811107,True
EUW1_6880806537,True
EUW1_6880796498,False
EUW1_6880680967,True
EUW1_6883346718,False
EUW1_6881990050,False
EUW1_6881919466,True
EUW1_6881830040,False
EUW1_6880530107,False
EUW1_6880449257,False
EUW1_6880411929,False
EUW1_6880336718,False
EUW1_6880288480,True
EUW1_6879024885,True
EUW1_6878959302,True
EUW1_6878887167,True
EUW1_6878835282,True
EUW1_6878781333,False
EUW1_6878706857,False
EUW1_6878658570,True
EUW1_6878602273,True
EUW1_6878546843,True
EUW1_6877654169,False
EUW1_6876934102,False
EUW1_6875147071,False
EUW1_6874182999,True
EUW1_6874150513,True
EUW1_6872644898,False
EUW1_6872581232,False
EUW1_6872558517,True
EUW1_6872528589,False
EUW1_6872399136,False
EUW1_6871726490,True
EUW1_6871179390,True
EUW1_6871131368,False
EUW1_6871090614,True
EUW1_6869617098,True
EUW1_6869569144,False
EUW1_6869529979,False
EUW1_6876106085,False
EUW1_6876033212,False
EUW1_6875801459,True
EUW1_6875745078,True
EUW1_6872135757,True
EUW1_6872078918,True
EUW1_6872022796,True
EUW1_6871969734,True
EUW1_6870869552,False
EUW1_6870837632,True
EUW1_6870809288,False
EUW1_6870787040,True
EUW1_6869002123,True
EUW1_6868946660,True
EUW1_6868893265,True
EUW1_6868828370,False
EUW1_6868779860,False
EUW1_6868710795,True
EUW1_6868629636,True
EUW1_6868454654,False
EUW1_6868391619,False
EUW1_6867168704,False
EUW1_6867108344,True
EUW1_6867050246,True
EUW1_6866914732,False
EUW1_6866860647,False
EUW1_6866800518,False
EUW1_6866723324,False
EUW1_6866673357,True
EUW1_6866627158,False
EUW1_6866585918,True
EUW1_6880665872,False
EUW1_6880636965,False
EUW1_6880584486,True
EUW1_6880513481,False
EUW1_6880427763,False
EUW1_6880321656,True
EUW1_6880258082,True
EUW1_6880208074,False
EUW1_6880141654,False
EUW1_6877762284,False
EUW1_6877731532,True
EUW1_6876171377,True
EUW1_6876101316,False
EUW1_6875874078,True
EUW1_6875816063,False
EUW1_6875738342,False
EUW1_6874836390,False
EUW1_6874773556,True
EUW1_6874694709,True
EUW1_6874602643,True
EUW1_6874268431,False
EUW1_6874222519,False
EUW1_6870203145,True
EUW1_6870037652,True
EUW1_6869914266,True
EUW1_6869871683,True
EUW1_6869714334,True
EUW1_6869669164,False
EUW1_6869509197,False
EUW1_6869479586,True
EUW1_6869438013,False
EUW1_6868494360,False
EUW1_6868446806,True
EUW1_6868346765,False
EUW1_6868247972,True
EUW1_6882741449,False
EUW1_6880931645,False
EUW1_6880903848,True
EUW1_6878194925,False
EUW1_6878148834,False
EUW1_6877988557,False
EUW1_6877292636,False
EUW1_6876690037,False
EUW1_6876661073,False
EUW1_6876550295,False
EUW1_6876530175,False
EUW1_6876502373,True
EUW1_6876500712,True
EUW1_6873851065,True
EUW1_6873832314,True
EUW1_6872576017,False
EUW1_6872544659,True
EUW1_6872506593,True
EUW1_6871940763,False
EUW1_6871870586,False
EUW1_6871442287,True
EUW1_6870203218,False
EUW1_6870066859,False
EUW1_6869988655,True
EUW1_6883391621,False
EUW1_6878435637,True
EUW1_6878345719,False
EUW1_6878281546,True
EUW1_6878225627,False
EUW1_6878166806,False
EUW1_6878093887,False
EUW1_6877429640,False
EUW1_6877363105,True
EUW1_6877305449,False
EUW1_6877223885,True
EUW1_6877163819,False
EUW1_6877041329,False
EUW1_6876966308,False
EUW1_6876820603,False
EUW1_6876730531,False
EUW1_6876678656,True
EUW1_6876637028,True
EUW1_6876602552,True
EUW1_6876564874,True
EUW1_6883243858,True
EUW1_6871698624,False
EUW1_6871623045,True
EUW1_6870750452,True
EUW1_6870567979,True
EUW1_6870354936,True
EUW1_6870239515,True
EUW1_6870054115,False
EUW1_6869995001,False
EUW1_6869943531,False
EUW1_6869795861,False
EUW1_6869723970,True
EUW1_6869659129,True
EUW1_6869587753,False
EUW1_6869543805,False
EUW1_6875558198,False
EUW1_6874643112,True
EUW1_6874423203,False
EUW1_6874165791,False
EUW1_6871469676,True
EUW1_6871413078,False
EUW1_6871235185,True
EUW1_6871109919,False
EUW1_6871081540,True
EUW1_6870596637,True
EUW1_6870473921,False
EUW1_6870396125,False
EUW1_6870236042,True
EUW1_6870022127,False
EUW1_6869952592,True
EUW1_6883624881,False
EUW1_6883601953,False
EUW1_6883576140,False
EUW1_6883558949,False
EUW1_6883523058,False
EUW1_6883459794,True
EUW1_6880282092,False
EUW1_6880216030,True
EUW1_6879181809,True
EUW1_6879138182,False
EUW1_6879089445,False
EUW1_6878824571,False
EUW1_6878751937,False
EUW1_6878706949,True
EUW1_6878659343,True
EUW1_6878624851,False
EUW1_6877853136,False
EUW1_6877849530,False
EUW1_6877816283,True
EUW1_6882745321,True
EUW1_6882617661,True
EUW1_6882567490,False
EUW1_6882523341,True
EUW1_6874980841,False
EUW1_6874952107,True
EUW1_6872698777,False
EUW1_6871814386,True
EUW1_6870743339,False
EUW1_6869836015,True
EUW1_6869766288,False
EUW1_6868331914,False
EUW1_6868261933,True
EUW1_6868208062,True
EUW1_6868151231,False
EUW1_6867227718,True
EUW1_6867160024,False
EUW1_6867018349,False
EUW1_6866943462,True
EUW1_6869279325,False
EUW1_6869256201,False
EUW1_6869245583,True
EUW1_6869093048,False
EUW1_6869033332,False
EUW1_6868957203,False
EUW1_6868870860,True
EUW1_6868701595,False
EUW1_6868618410,False
EUW1_6868559355,False
EUW1_6868503912,False
EUW1_6868443910,False
EUW1_6867476137,False
EUW1_6867429749,True
EUW1_6865232231,True
EUW1_6865165485,False
EUW1_6883490988,True
EUW1_6883440836,False
EUW1_6883373880,False
EUW1_6883297405,True
EUW1_6883153990,False
EUW1_6882951904,True
EUW1_6882759448,True
EUW1_6882694631,False
EUW1_6882651936,False
EUW1_6882603642,False
EUW1_6882562635,True
EUW1_6882525742,False
EUW1_6882199843,False
EUW1_6882180800,True
EUW1_6882153939,False
EUW1_6881668809,False
EUW1_6881623363,False
EUW1_6879895048,False
EUW1_6879853302,True
EUW1_6879757469,True
EUW1_6883664399,True
EUW1_6882150401,False
EUW1_6882109511,False
EUW1_6882055499,True
EUW1_6876409264,True
EUW1_6876398376,True
EUW1_6876393530,False
EUW1_6876372034,False
EUW1_6873719527,False
EUW1_6873703166,True
EUW1_6873685115,False
EUW1_6873670598,False
EUW1_6873645890,True
EUW1_6873620990,False
EUW1_6864552088,False
EUW1_6864537445,True
EUW1_6864528215,False
EUW1_6883669040,True
EUW1_6883620858,True
EUW1_6883599964,False
EUW1_6883563613,False
EUW1_6883522564,False
EUW1_6883478365,False
EUW1_6883417701,False
EUW1_6883344727,True
EUW1_6882968427,False
EUW1_6882921838,True
EUW1_6882873749,False
EUW1_6882815414,False
EUW1_6882775391,True
EUW1_6882647730,False
EUW1_6882605647,True
EUW1_6882569974,False
EUW1_6882543825,False
EUW1_6882165762,False
EUW1_6882121745,True
EUW1_6882009473,False
EUW1_6883494307,False
EUW1_6883460739,False
EUW1_6883409715,False
EUW1_6883322646,True
EUW1_6883249737,False
EUW1_6883151938,False
EUW1_6883094605,False
EUW1_6883051112,True
EUW1_6882137222,False
EUW1_6882122583,False
EUW1_6882070745,False
EUW1_6880682859,False
EUW1_6883374422,False
EUW1_6883302096,False
EUW1_6883240781,True
EUW1_6883099996,False
EUW1_6883048893,True
EUW1_6882983982,False
EUW1_6882926365,False
EUW1_6882889978,False
EUW1_6882830391,False
EUW1_6882701001,False
EUW1_6882658177,False
